Order,Part Number,Quantity,Balance,Total Price,Value of Balance,Customer Number,Customer Name,Due Date,Part Description,Unit,Curr,Total Price ($),Date of Execution,Order Status,Territory Name,Family Description,Country,Sales Rep Name,is_executed
SO25000033,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101684,Vancouver Body Contouring Spa Inc.,2025-01-14,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-01-14,Confirmed,British Columbia,Handles,Canada,General,True
SO25000039,PRD-FLOW-635L,-1,-1,-1090.0,-1090.0,101704,Shine by Sharry,2025-01-15,Flow 6.4 hand piece,ea,CAD,-1090.0,2025-01-15,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000041,RAPID-CONTOUR,1,1,39920.0,39920.0,101763,L'Institut MW Pro,2025-01-15,Rapid CONTOUR + 1 Year Warranty,ea,CAD,39920.0,2025-03-10,Paid,Quebec,Systems,Canada,Marie-Eve Levesque,True
SO25000044,Smooth Regular Warrant,2,2,0.0,0.0,102002,Van Men's Club Ltd,2025-01-16,SMOOTH Additional Year Regular Warranty,ea,CAD,0.0,2025-01-16,Paid,British Columbia,Default part family,Canada,Kathie Abou-Mechrek,True
SO25000049,50-032,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,4 Template set,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000049,DEL-1,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,Delivery & Setup,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000049,MRK000899_rev002.ww,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,Omnimax S3 Window Decal,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000049,MRK00981.CA,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,Omnimax S3 Rollup Banner,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Marketing Parts,Unknown,Sabah Shaikh,True
SO25000049,OMNIMAX-S3-SH,1,1,36848.0,36848.0,102003,Nova Spa (Maja),2025-01-20,CPO Omnimax S3 System,ea,CAD,36848.0,2025-01-20,Confirmed,Ontario Beauty,Used Systems,Unknown,Sabah Shaikh,True
SO25000049,PRD-DPC-HR635,3,3,4130.0,4130.0,102003,Nova Spa (Maja),2025-01-20,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000049,PRD-DPC-SR580,1,1,4130.0,4130.0,102003,Nova Spa (Maja),2025-01-20,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4130.0,2025-01-20,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000049,PRD-RF-BODY,1,1,8330.0,8330.0,102003,Nova Spa (Maja),2025-01-20,RF Body (2 Tips),ea,CAD,8330.0,2025-01-20,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000049,PRD-RF-FACE,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,RF Face (1 Tip),ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000049,S3 Yearly Warranty,3,3,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Warranty,Unknown,Sabah Shaikh,True
SO25000049,SL TOTAL MARKETING,1,1,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000049,Train-1,5,5,0.0,0.0,102003,Nova Spa (Maja),2025-01-20,Training & Certification,ea,CAD,0.0,2025-01-20,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000051,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101395,Nked Beauty (Jessica Sheridan),2025-01-20,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-01-20,Paid,Ontario Beauty,Handles,Canada,General,True
SO25000055,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101372,LJ Synergy Consulting Inc.,2025-01-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-01-21,Confirmed,British Columbia,Handles,Canada,General,True
SO25000057,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101278,Lashes By Lovell,2025-01-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-01-21,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000059,PRD-DPC-HR580-R,-1,-1,-900.0,-900.0,101344,Elizabeth Beauty Bar,2025-01-23,HR580/6.4 cooling hand piece,ea,CAD,-900.0,2025-01-23,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000065,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101576,ReNew Cosmetic Laser,2025-01-24,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-01-24,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000067,PRD-DPC-HR635,-1,-1,-810.0,-810.0,100198,Element 5 Spa,2025-01-24,Hand Piece 6.4/635 Hair Removal,ea,CAD,-810.0,2025-01-24,Confirmed,New Brunswick,Handles,Canada,General,True
SO25000070,PRD-DPC-HR635R,-3,-3,-2160.0,-2160.0,100808,Rosie's Spa and Wellness Center,2025-01-27,HR635 Hand Piece,ea,CAD,-720.0,2025-01-27,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000074,8-900R,-1,-1,-801.0,-801.0,100305,Nirvana Hair Salon and Spa,2025-01-28,HR635/6.4 cooling hand piece Rectangular,ea,CAD,-801.0,2025-01-28,Confirmed,General,Used Handle,Canada,General,True
SO25000076,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100735,Mony Beauty (Amany),2025-01-28,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-01-28,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000079,PRD-DPC-HR635R,-2,-2,-467.0,-467.0,101037,Dermalogy Inc. (Chandni Vaja),2025-01-29,HR635 Hand Piece,ea,CAD,-234.0,2025-01-29,Confirmed,Ontario EAST,Used Handle,Canada,General,True
SO25000083,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101643,Okotoks Laser Clinic Inc,2025-01-30,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-01-30,Confirmed,Alberta,Handles,Canada,General,True
SO25000085,Shipping Ontario,1,1,0.0,0.0,100183,Skinprovement Inc.,2025-02-03,Shipping and handling,ea,CAD,0.0,2025-02-03,Confirmed,Ontario Medical,Default part family,Canada,General,True
SO25000090,MRK000900_rev002.ww,1,1,0.0,0.0,101910,Verde Skin Therapy,2025-02-04,Omnimax S4 Window Decal,ea,CAD,0.0,2025-02-04,Paid,Alberta,Default part family,Canada,Jackie Kaufman,True
SO25000092,PRD-DPC-HR635,2,2,0.0,0.0,101889,Caissie Cape Oasis Inc (Christine’s Esthetique),2025-02-04,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-02-05,Paid,New Brunswick,Handles,Canada,Michelle Boudreau,True
SO25000093,PRD-FLOW-635L,1,1,0.0,0.0,102005,Dermamor Laser & Esthetics,2025-02-06,Flow 6.4 hand piece,ea,CAD,0.0,2025-02-06,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO25000094,000,-1,-1,-9502.39,-9502.39,102007,Clinic C. Teodoro MedSpa,2025-02-06,2023 10% Clearout Discount,ea,CAD,-9502.39,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,30-034,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Wall-mount Hand Piece Rack,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,50-032,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,4 Template set,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,DEL-1,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Delivery & Setup,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,MRK000900_rev002.ww,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Omnimax S4 Window Decal,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,MRK00978.CA,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Marketing Parts,Unknown,Kim Benisty,True
SO25000094,OMNIMAX-S4,1,1,95023.92,95023.92,102007,Clinic C. Teodoro MedSpa,2025-02-06,OMNIMAX S4 Machine + 1 year warranty,ea,CAD,95023.92,2025-02-06,Confirmed,Quebec,Systems,Unknown,Kim Benisty,True
SO25000094,PRD-DPC-DUALVP,1,1,5249.52,5249.52,102007,Clinic C. Teodoro MedSpa,2025-02-06,Hand Piece 1.5 VP2,ea,CAD,5249.52,2025-02-06,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000094,PRD-DPC-SR580,1,1,4488.72,4488.72,102007,Clinic C. Teodoro MedSpa,2025-02-06,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4488.72,2025-02-06,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000094,PRD-LASER-EFR,1,1,22747.92,22747.92,102007,Clinic C. Teodoro MedSpa,2025-02-06,Er:Yag 2940 Fractional 9x9 + 7x7 Tips,ea,CAD,22747.92,2025-02-06,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000094,PRD-RF-BODY,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,RF Body (2 Tips),ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000094,PRD-RF-FACE,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,RF Face (1 Tip),ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000094,S4 Regular Warranty,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Omnimax S4 Additional Year Regular Warranty,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Warranty,Unknown,Kim Benisty,True
SO25000094,S4 Yearly Warranty,3,3,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Warranty,Unknown,Kim Benisty,True
SO25000094,SL TOTAL MARKETING,1,1,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000094,Train-1,5,5,0.0,0.0,102007,Clinic C. Teodoro MedSpa,2025-02-06,Training & Certification,ea,CAD,0.0,2025-02-06,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000097,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101048,Skyn Fix (Beauty Calls),2025-02-11,HR635 Hand Piece,ea,CAD,-900.0,2025-02-11,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000102,OmniMaxBPR-BPRMaintWar,1,1,6900.0,6900.0,100607,Adore Spa,2025-02-11,OMNIMAX Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,6900.0,2025-02-11,Paid,Ontario Beauty,Warranty,Mexico,Ciarah Gonzalez,True
SO25000104,S3 Yearly Warranty,2,2,6900.0,6900.0,100617,Equilibre Beaute Sante,2025-02-11,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-02-11,Confirmed,Quebec,Warranty,Canada,Matine Louis Petit-Frere,True
SO25000105,000,1,1,200.0,200.0,100135,Dolce Bella Spa,2025-02-11,part for service call SC25000119,ea,CAD,200.0,2025-02-26,Confirmed,Ontario Beauty,Default part family,Canada,Daniela Morales Moya,True
SO25000105,FormaxBPR-BPRMaintWarr,1,1,3900.0,3900.0,100135,Dolce Bella Spa,2025-02-11,Formax Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,3900.0,2025-02-26,Confirmed,Ontario Beauty,Warranty,Canada,Daniela Morales Moya,True
SO25000113,S4 Yearly Warranty,1,1,6320.0,6320.0,100627,Delmar College,2025-02-18,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,6320.0,2025-02-18,Confirmed,Alberta,Warranty,Canada,Ciarah Gonzalez,True
SO25000115,000,-1,0,-8118.5,0.0,101583,Flora (Rachel Wright),2025-02-21,Omnimax S4 2023 Clearout 10% - TAG 10S4,ea,CAD,-8118.5,2025-02-26,Paid,Ontario Beauty,Default part family,Canada,Shannon Cuvaj,True
SO25000115,PRD-DPC-HR635,2,2,0.0,0.0,101583,Flora (Rachel Wright),2025-02-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-02-26,Paid,Ontario Beauty,Handles,Canada,Shannon Cuvaj,True
SO25000122,Train-2,1,1,1000.0,1000.0,100782,Pure + Simple Oshawa (Willow Dreams Inc.),2025-02-25,Training & Certification,ea,CAD,1000.0,2025-02-25,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000125,PRD-DPC-HR635R,-1,-1,-810.0,-810.0,101094,Laser by Priyanka,2025-02-25,HR635 Hand Piece,ea,CAD,-810.0,2025-02-25,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000131,Shipping Ontario,1,1,30.0,30.0,100107,Serenity Skin Care Studio Inc.,2025-02-27,Shipping and handling,ea,CAD,30.0,2025-02-27,Paid,Ontario Beauty,Default part family,Canada,General,True
SO25000134,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101891,Beauty Aesthetics 2860920 Ontario Inc,2025-03-03,HR635 Hand Piece,ea,CAD,-900.0,2025-03-03,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000139,30-034,1,1,0.0,0.0,102013,Blooming Rose Spa Ltd,2025-03-05,Wall-mount Hand Piece Rack,ea,CAD,0.0,2025-03-05,Confirmed,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000139,PRD-FLOW-635L,1,1,0.0,0.0,102013,Blooming Rose Spa Ltd,2025-03-05,Flow 6.4 hand piece,ea,CAD,0.0,2025-03-05,Confirmed,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000142,MRK00907Rev.01ww,1,1,0.0,0.0,102011,Laser & Beauty By Vhic,2025-03-05,Rapid Peel Wall Decal,ea,CAD,0.0,2025-03-06,Paid,Manitoba,Default part family,Canada,Tara Jordan,True
SO25000144,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101905,Derma Reve,2025-03-06,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-03-06,Confirmed,Quebec,Handles,Canada,General,True
SO25000150,PRD-DPC-HR635,2,2,0.0,0.0,102010,Moonlight Spa Inc.,2025-03-06,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-03-10,Paid,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000162,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101029,Clinique Bo-T Pure,2025-03-10,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-03-11,Confirmed,Quebec,Handles,Canada,General,True
SO25000167,MRK000901_rev002.ww,1,1,0.0,0.0,102015,Friends on Fraser,2025-03-13,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-03-13,Confirmed,British Columbia,Default part family,Canada,Kathie Abou-Mechrek,True
SO25000167,PRD-FLOW-635L,3,3,0.0,0.0,102015,Friends on Fraser,2025-03-13,Flow 6.4 hand piece,ea,CAD,0.0,2025-03-13,Confirmed,British Columbia,Handles,Canada,Kathie Abou-Mechrek,True
SO25000168,000,2,2,1500.0,1500.0,100949,Clinique Zenora (Marie-Pier Chiasson),2025-03-19,general part,ea,CAD,750.0,2025-04-01,Confirmed,New Brunswick,Default part family,Canada,General,True
SO25000168,SS-00187,1,1,489.0,489.0,100949,Clinique Zenora (Marie-Pier Chiasson),2025-03-19,STEEL CONNECTOR STATION FLANGE,ea,CAD,489.0,2025-04-01,Confirmed,New Brunswick,Spare Parts,Canada,General,True
SO25000168,Shipping Canada,1,1,129.0,129.0,100949,Clinique Zenora (Marie-Pier Chiasson),2025-03-19,Shipping and handling,ea,CAD,129.0,2025-04-01,Confirmed,New Brunswick,Default part family,Canada,General,True
SO25000173,Train-2,2,2,1500.0,1500.0,100459,Beauty Marx Aesthetic Medspa,2025-03-17,Training & Certification,ea,$,2147.09,2025-03-17,Confirmed,Pennsylvania,Default part family,United States,General,True
SO25000176,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101896,Azibelle,2025-03-18,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-03-18,Confirmed,Quebec,Handles,Canada,General,True
SO25000177,MRK00907Rev.01ww,1,1,0.0,0.0,101792,XMEDISPA Laser & Skin,2025-03-18,Rapid Peel Wall Decal,ea,CAD,0.0,2025-04-08,Confirmed,Alberta,Default part family,Canada,Jackie Kaufman,True
SO25000181,Train-2,2,2,1500.0,1500.0,101900,Glow by Rita,2025-03-20,Training & Certification,ea,CAD,1500.0,2025-03-20,Confirmed,Alberta,Default part family,Canada,General,True
SO25000185,30-034,1,1,0.0,0.0,102018,Illegal Beauty,2025-03-20,Wall-mount Hand Piece Rack,ea,CAD,0.0,2025-03-20,Paid,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000185,MRK000900_rev002.ww,1,1,0.0,0.0,102018,Illegal Beauty,2025-03-20,Omnimax S4 Window Decal,ea,CAD,0.0,2025-03-20,Paid,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000185,PRD-DPC-HR635,1,1,0.0,0.0,102018,Illegal Beauty,2025-03-20,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-03-20,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000187,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100646,Lux Nail Beauty Bar Hamilton,2025-03-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-03-21,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000188,Train-2,1,1,750.0,750.0,101364,Ashley's Beauty & Lash Bar,2025-03-21,Training & Certification,ea,CAD,750.0,2025-03-21,Confirmed,Nova Scotia,Default part family,Canada,General,True
SO25000190,MRK 00872 rev 002.ww,1,1,0.25,0.25,101975,Farzana's Wellness & Laser Inc.,2025-03-21,Hair Removal(DPC) Patient Brochures,ea,CAD,0.25,2025-03-21,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000190,MRK 00876 rev 002.ww,1,1,0.25,0.25,101975,Farzana's Wellness & Laser Inc.,2025-03-21,Skin Rejuvenation (DPC) Patient Brochures,ea,CAD,0.25,2025-03-21,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000190,MRK 00923 rev 002.ww,1,1,0.25,0.25,101975,Farzana's Wellness & Laser Inc.,2025-03-21,Facial Contouring (RF Face) Patient Brochures,ea,CAD,0.25,2025-03-21,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000190,MRK00887_rev002.ww,1,1,0.25,0.25,101975,Farzana's Wellness & Laser Inc.,2025-03-21,Body Contouring (RF only) Patient Brochures,ea,CAD,0.25,2025-03-21,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000191,BeamaxBPR-BPRMaintWarr,1,1,2900.0,2900.0,100700,Haideh's Beauty (Studio H),2025-03-24,Beamax Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,2900.0,2025-03-24,Confirmed,Ontario WEST,Warranty,Canada,Daniela Morales Moya,True
SO25000192,Train-2,2,2,1500.0,1500.0,101141,Calla Lily Laser,2025-03-24,Training & Certification,ea,CAD,1500.0,2025-04-24,Confirmed,Alberta,Default part family,Canada,General,True
SO25000194,Train-2,1,1,1000.0,1000.0,100585,Glow n Glam Beauty Bar,2025-03-25,Training & Certification,ea,CAD,1000.0,2025-04-24,Confirmed,Ontario Beauty,Default part family,Canada,Melissa Anfuso,True
SO25000198,PRD-DPC-HR635R,-2,-2,-1600.0,-1600.0,101364,Ashley's Beauty & Lash Bar,2025-03-28,HR635 Hand Piece,ea,CAD,-800.0,2025-03-28,Confirmed,Nova Scotia,Used Handle,Canada,General,True
SO25000199,000,3,3,3457.5,3457.5,100625,Cali Lashes & Beauty Bar,2025-03-28,Charger Booster - Part replacement,ea,CAD,250.0,2025-03-28,Confirmed,Alberta,Default part family,Canada,General,True
SO25000201,000,4,4,3472.5,3472.5,101126,Rejuvn8 (2nd location New Hartford),2025-03-31,travel time,ea,$,3041.71,2025-04-24,Confirmed,New York,Default part family,United States,General,True
SO25000202,PRD-FLOW-635L,1,1,0.0,0.0,102019,Forma Belle,2025-03-31,Flow 6.4 hand piece,ea,CAD,0.0,2025-04-09,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000204,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101285,Stay Gold Spa,2025-03-31,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-03-31,Confirmed,Alberta,Handles,Canada,General,True
SO25000206,S4 Yearly Warranty,1,1,7900.0,7900.0,100200,Lime Health & Wellness (Amy Ostrowski),2025-03-31,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,7900.0,2025-04-01,Paid,Alberta,Warranty,Canada,General,True
SO25000207,MRK000901_rev002.ww,1,1,0.0,0.0,101201,Joie Day Spa,2025-04-01,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-04-01,Paid,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000211,30-034,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,Wall-mount Hand Piece Rack,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,50-032,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,4 Template set,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,DEL-1,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,Delivery & Setup,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,DPC Yearly Warranty,2,2,0.0,0.0,102020,Navreet Kooner,2025-04-01,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,,Draft,Ontario Beauty,Warranty,Unknown,Sabah Shaikh,False
SO25000211,MRK000901_rev002.ww,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,Rapid DPC Pro Window Decal,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,MRK00982DPCPRO CA,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,Rapid Pro Roll Up Banner Eng,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,PRD-DPC-SR580,1,1,4425.0,4425.0,102020,Navreet Kooner,2025-04-01,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4425.0,,Draft,Ontario Beauty,Handles,Unknown,Sabah Shaikh,False
SO25000211,PRD-FLOW-635L,1,1,5617.5,5617.5,102020,Navreet Kooner,2025-04-01,Flow 6.4 hand piece,ea,CAD,5617.5,,Draft,Ontario Beauty,Handles,Unknown,Sabah Shaikh,False
SO25000211,RAPID-DPC,1,1,49882.5,49882.5,102020,Navreet Kooner,2025-04-01,RAPID DPC Machine + 1 Year Warranty,ea,CAD,49882.5,,Draft,Ontario Beauty,Systems,Unknown,Sabah Shaikh,False
SO25000211,SL TOTAL MARKETING,1,1,0.0,0.0,102020,Navreet Kooner,2025-04-01,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000211,Train-1,5,5,0.0,0.0,102020,Navreet Kooner,2025-04-01,Training & Certification,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,False
SO25000218,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101709,Utopia Laser & Spa Corp,2025-04-08,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-04-08,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000219,S4 Yearly Warranty,3,3,11850.0,11850.0,100727,Canadian Beauty College - Toronto Campus,2025-04-08,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,11850.0,2025-04-08,Confirmed,Ontario Beauty,Warranty,Canada,Ciarah Gonzalez,True
SO25000220,000,1,1,40.0,40.0,100860,Allie's Beauty Lounge,2025-04-09,Clear Fuses,ea,CAD,40.0,2025-04-09,Confirmed,Ontario Beauty,Default part family,Canada,Anita Eimiakhena,True
SO25000220,FormaxBPR-BPRMaintWarr,1,1,3900.0,3900.0,100860,Allie's Beauty Lounge,2025-04-09,Formax Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,3900.0,2025-04-09,Confirmed,Ontario Beauty,Warranty,Canada,Anita Eimiakhena,True
SO25000226,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100997,Elite Spa Group,2025-04-11,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-04-11,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000232,PRD-DPC-HR635,-1,-1,-900.0,-900.0,100863,Renew + Refresh Medical Spa,2025-04-17,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-04-17,Confirmed,Alberta,Handles,Canada,General,True
SO25000235,MRK000901_rev002.ww,1,1,0.0,0.0,102021,Narjes Beauty (Mohamad Jaloud),2025-04-21,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-04-21,Confirmed,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000235,PRD-DPC-HR635,2,2,0.0,0.0,102021,Narjes Beauty (Mohamad Jaloud),2025-04-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-04-21,Confirmed,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000236,Train-2,2,2,0.0,0.0,101715,Care Hair & Beauty Salon,2025-04-21,Training & Certification,ea,CAD,0.0,2025-04-21,Confirmed,Alberta,Default part family,Canada,General,True
SO25000237,PRD-DPC-HR635,2,2,0.0,0.0,102023,Fabulash Beauty Studio,2025-04-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-04-28,Confirmed,Manitoba,Handles,Canada,Tara Jordan,True
SO25000239,PRD-DPC-HR635,2,2,0.0,0.0,102024,Soleia Med Spa (Pauline Danilowicz),2025-04-22,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-04-22,Confirmed,Ontario Beauty,Handles,Canada,Petherick Jennifer,True
SO25000240,30-034,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,Wall-mount Hand Piece Rack,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000240,50-032,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,4 Template set,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
